;Summons Number;Plate ID;Registration State;Plate Type;Issue Date;Violation Code;Vehicle Body Type;Vehicle Make;Issuing Agency;Street Code1;Street Code2;Street Code3;Vehicle Expiration Date;Violation Location;Violation Precinct;Issuer Precinct;Issuer Code;Issuer Command;Issuer Squad;Violation Time;Time First Observed;Violation County;Violation In Front Of Or Opposite;Number;Street;Intersecting Street;Date First Observed;Law Section;Sub Division;Violation Legal Code;Days Parking In Effect    ;From Hours In Effect;To Hours In Effect;Vehicle Color;Unregistered Vehicle?;Vehicle Year;Meter Number;Feet From Curb;Violation Post Code;Violation Description;No Standing or Stopping Violation;Hydrant Violation;Double Parking Violation
5947977;7814504429;GBN7444;NY;PAS;03/07/2014;21;2DSD;TOYOT;T;78230;95030;19530;20140827;90.0;90;90;356345;T301;S;0848A;;K;F;100;S 2nd St;;0.0;408.0;d1;;Y  Y;0830A;1000A;GY;;2012.0;;0.0;14 3;21-No Parking (street clean);;;
938518;7637362115;ZWX93M;NJ;PAS;08/29/2013;21;2DSD;TOYOT;T;23490;30490;32690;88888888;34.0;34;34;353176;T103;J;1224P;;NY;O;546;Isham St;;0.0;408.0;d1;;Y;1130A;0100P;GREEN;;0.0;;0.0;21 -;21-No Parking (street clean);;;
2290262;7114284240;76131JY;NY;COM;10/15/2013;14;DELV;FRUEH;T;25390;18510;18530;20140430;19.0;19;19;357722;T103;E;1026A;;NY;F;976;Madison Ave;;0.0;408.0;c;;Y;0700A;0600P;WH;;2007.0;;0.0;11 -;14-No Standing;;;
6214715;7289197501;GBL2056;NY;PAS;03/17/2014;37;4DSD;VOLKS;T;10210;18850;18870;20140730;19.0;19;19;356244;T103;X;0936A;0924A;NY;O;1689;3rd Ave;;0.0;408.0;h1;;Y;0800A;0700P;WH;;2012.0;120-8042;0.0;C 77;37-Expired Muni Meter;;;
4263764;7802136362;S789831;IL;PAS;01/28/2014;21;VAN;CHEVR;T;8880;5780;5880;20150188;72.0;72;72;358852;T302;F;1212P;;K;F;718;46th St;;0.0;408.0;d1;;Y;1130A;0100P;WHITE;;0.0;;0.0;45 -;21-No Parking (street clean);;;
3896771;7567661354;GHR6812;NY;PAS;01/13/2014;21;4DSD;NISSA;T;19190;13440;13540;20140623;112.0;112;112;358148;T401;K;0923A;;Q;O;64-33;99th St;;0.0;408.0;d1;;Y;0830A;1000A;BK;;2002.0;;0.0;60-A;21-No Parking (street clean);;;
5372225;1365801172;GAR2978;NY;PAS;02/13/2014;40;SDN;VOLKS;P;26630;73690;67030;20140827;67.0;67;164;954721;0164;0000;1120P;;K;;250;CLARKSON AVE;;0.0;408.0;E5;;BBBBBBB;0  :;0  :;BLACK;0.0;1996.0;-;0.0;;;;;
1474481;1357335015;59341MB;NY;COM;09/17/2013;78;VAN;NISSA;P;54100;90330;46730;20131031;83.0;83;83;911683;0083;0000;0336A;;K;F;763;KNICKERBOCKER AVE;;0.0;408.0;K6;;BBBBBBB;0900P;0500A;WHITE;0.0;2012.0;-;0.0;;;;;
7531854;7646286874;JOEJOE24;NY;SRF;05/01/2014;37;4DSD;CHEVR;T;78050;53520;47520;20160228;49.0;49;49;359579;T202;F;0522P;0506P;BX;F;2034;Williamsbridge Rd;;0.0;408.0;h1;;Y;0830A;0700P;BL;;2006.0;209-3059;0.0;10P;37-Expired Muni Meter;;;
5088056;7918259385;EKJ9436;NY;PAS;12/31/2013;31;4DSD;HONDA;T;34510;10610;10810;20140729;14.0;14;14;358594;T102;J;0857A;;NY;O;241;W 37th St;;0.0;408.0;l3;;YYYYY;0600A;0700P;BL;;2008.0;;0.0;99 -;31-No Stand (Com. Mtr. Zone);;;
6407761;7913814202;BHL3095;NY;PAS;03/22/2014;38;4DSD;NISSA;T;67030;14780;14830;20140730;61.0;61;61;355151;T302;Q;0113P;;K;F;3720;Nostrand Ave;;0.0;408.0;h1;;Y;0900A;0700P;BLACK;;2012.0;;0.0;N 32;38-Failure to Display Muni Rec;;;
6753721;7189963686;51889KA;NY;COM;04/07/2014;38;DELV;INTER;T;27300;21820;36420;20150131;46.0;46;46;358222;T201;D;0930A;;BX;F;156;E 188th St;;0.0;408.0;h1;;Y;0830A;0700P;RED;;1995.0;;0.0;26 2;38-Failure to Display Muni Rec;;;
3862872;1364615733;ETP61;AZ;PAS;01/11/2014;40;SDN;HYUND;P;0;0;0;0;100.0;100;100;947305;0100;0000;0910A;;Q;O;100-00;BCD;;0.0;408.0;F7;;BBBBBBB;ALL;ALL;GRAY;0.0;0.0;-;8.0;;;;;
2388620;7342367928;ERM6288;NY;PAS;10/18/2013;74;4DSD;TOYOT;T;18450;10010;45590;20150426;19.0;19;19;350307;T103;F;0943A;;NY;O;415;E 73rd St;;0.0;408.0;j2;;;;;BLACK;;1997.0;;0.0;12 -;74-Missing Display Plate;;;
5409746;7125814967;EUV8157;NY;PAS;02/17/2014;16;4DSD;LEXUS;T;93250;54650;21130;20151027;84.0;84;84;357357;T301;S;1006A;;K;O;66;Willoughby St;;0.0;408.0;k2;;YYYYY;1000A;0400P;GY;;2002.0;;0.0;03 3;16A-No Std (Com Veh) Non-COM;;;
669392;5070213398;DGM4236;NY;PAS;08/19/2013;7;;HONDA;V;0;0;0;0;;0;0;0;;;1002A;;;;;QUEENS MIDTOWN EXPWY;.(W/B)@43RD ST.-RZ-3;0.0;1111.0;D;T;;;;GY;;2005.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
7206902;7743933064;32764JZ;NY;COM;04/18/2014;14;VAN;WORKH;T;27880;13610;15350;88888888;1.0;1;1;358176;T105;H;1001A;;NY;O;5;Park Pl;;0.0;408.0;c;;YYYYYYY;;;BROWN;;2009.0;;0.0;015;14-No Standing;;;
6123597;1365509254;FWJ4735;NY;PAS;03/13/2014;70;SDN;ACURA;P;21020;26190;26220;20140301;40.0;40;163;954594;0163;0000;0919P;;;O;630;CONCORD AVE;;0.0;408.0;F2;;BBBBBBB;ALL;ALL;GY;0.0;2006.0;-;0.0;;;;;
6561903;7801579495;EDG8292;NY;PAS;03/27/2014;37;4DSD;SUBAR;T;10290;0;0;20140907;108.0;108;108;356951;T401;N;0236P;0201P;Q;I;S;46th Ave;15ft E/of Vernon Blv;0.0;408.0;h1;;Y;0800A;0700P;RD;;2013.0;415-2153;0.0;H 41;37-Expired Muni Meter;;;
2176893;7503480543;FRY8983;NY;OMS;10/10/2013;21;4DSD;MAZDA;T;9020;31620;54420;20140930;46.0;46;46;356217;T201;H;1141A;;BX;F;2320;Aqueduct Ave;;0.0;408.0;d1;;Y Y;1130A;0100P;SILVE;;2012.0;;0.0;52 -;21-No Parking (street clean);;;
7933060;7977146710;U17DPX;NJ;PAS;05/14/2014;13;SUBN;ACURA;T;31190;37370;37390;88888888;34.0;34;34;356308;T800;A2;0133A;;NY;F;1430;St Nicholas Ave;;0.0;408.0;c2;;YYYYYYY;;;BLACK;;0.0;;0.0;E 77;13-No Stand (taxi stand);;;
6261248;7380999837;AEM1956;NY;PAS;03/18/2014;38;SUBN;FORD;T;24140;18040;51090;20150401;103.0;103;103;355123;T402;A;1048A;;Q;F;8931;162nd St;;0.0;408.0;h1;;Y;0900A;0700P;SILVE;;2001.0;;0.0;12 4;38-Failure to Display Muni Rec;;;
6652630;7356364300;2028317;IN;PAS;03/31/2014;14;DELV;NS/OT;T;18090;0;0;20140088;17.0;17;17;345536;T503;B1;0918A;;NY;I;N;E 55th St;5ft E/of 3rd Ave;0.0;408.0;c;;YYYYY;0700A;1000A;WHITE;;0.0;;0.0;17 7;14-No Standing;;;
6203118;7083790620;XBED30;NJ;PAS;03/16/2014;78;DELV;ME/BE;T;19830;44830;55130;20140088;70.0;70;70;330138;T802;A;0019A;;K;F;68;Blake Ave;;0.0;408.0;k6;;YYYYYYY;0900P;0500A;WHITE;;0.0;;0.0;I 31;78-Nighttime PKG on Res Street;;;
5140375;1366427403;96Z7095;PA;PAS;02/04/2014;19;SDN;FORD;P;36970;11710;13610;0;33.0;33;162;954296;0162;0000;0846P;;NY;F;555;WEST 160 ST;;0.0;408.0;F1;;BBBBBBB;ALL;0  :A;GRAY;0.0;0.0;-;0.0;;;;;
4043243;7621663509;Y10AMA;NJ;PAS;01/17/2014;20;4DSD;FORD;T;70430;49630;48830;88888888;84.0;84;84;344788;T730;H;0322P;;K;F;75;Pierrepont St;;0.0;408.0;d;;Y;0800A;0600P;RED;;0.0;;0.0;03 -;20A-No Parking (Non-COM);;;
1170674;1354660766;96167MA;NY;COM;09/07/2013;46;VAN;FRGHT;P;10210;19410;19430;0;25.0;25;25;897937;0025;0000;1135A;;NY;F;2277;3RD AVE;;0.0;408.0;F1;;BBBBBBB;ALL;ALL;BRN;0.0;2012.0;-;0.0;;;;;
3981096;7629903509;315DFZ;TX;PAS;01/15/2014;21;SUBN;FORD;T;57520;19540;19740;88880088;110.0;110;110;356236;T401;L;0836A;;Q;O;102-06;Nicolls Ave;;0.0;408.0;d1;;Y;0830A;1000A;GREEN;;0.0;;0.0;P -;21-No Parking (street clean);;;
8257207;5073536940;GCL8868;NY;PAS;05/26/2014;7;4DSD;BMW;V;0;0;0;0;;0;0;0;;;0204P;;;;;L.I.E. N. SVC ROAD (;W/B) @ COLLEGE PT. B;0.0;1111.0;D;T;;;;BK;;2013.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
2009565;7663377631;T637461C;NY;OMT;10/05/2013;17;SUBN;TOYOT;T;0;40404;40404;20140630;109.0;109;109;354088;T401;B;1151A;;Q;I;;Flushing Lot #1;;0.0;408.0;c4;;YYYYYYY;;;BK;;2013.0;;0.0;50-A;17-No Stand (exc auth veh);;;
4059869;7751958029;DHZ8267;NY;PAS;01/17/2014;21;SUBN;CADIL;T;42020;33520;12120;20150803;41.0;41;41;358186;T202;E;0913A;;BX;O;877;Intervale Ave;;0.0;408.0;d1;;Y  Y;0900A;1030A;GY;;2014.0;;0.0;17A;21-No Parking (street clean);;;
4518045;7509155022;VDR46F;NJ;PAS;12/05/2013;20;SUBN;FORD;T;81330;5280;40930;88888888;84.0;84;84;355638;T301;D;0136P;;K;O;522;State St;;0.0;408.0;d;;YYYYY;0700A;0700P;OTHER;;0.0;;0.0;19 -;20A-No Parking (Non-COM);;;
7107372;7355112211;FXK6691;NY;PAS;04/18/2014;38;4DSD;NISSA;T;8790;18590;18740;20140613;115.0;115;115;359585;T401;R;0116P;;Q;F;93-16A;37th Ave;;0.0;408.0;h1;;Y;0830A;0700P;DKG;;2009.0;;0.0;22 4;38-Failure to Display Muni Rec;;;
6603337;7113866323;GHJ2354;NY;PAS;03/29/2014;38;SEDN;TOYOT;T;56490;16490;16440;20150709;104.0;104;104;357348;T401;G;1251P;;Q;F;79-17;Myrtle Ave;;0.0;408.0;h1;;Y;0900A;0700P;BK;;2008.0;;0.0;F 41;38-Failure to Display Muni Rec;;;
439405;7789547859;JE747V;NJ;PAS;08/10/2013;53;4DSD;HONDA;T;54000;0;0;88888888;94.0;94;94;353041;T802;A;1142P;;K;I;W;Kent Ave;40ft S/of N 8th St;0.0;408.0;f6;;;;;GREY;;0.0;;0.0;16 -;53-Safety Zone;;;
5779900;7985956463;A50CFG;NJ;PAS;03/01/2014;14;2DSD;BMW;T;20390;29890;31490;88888888;7.0;7;7;347628;T800;B2;1108P;;NY;F;153;Essex St;;0.0;408.0;c;;Y    YY;1100P;0600A;GREY;;0.0;;0.0;A 77;14-No Standing;;;
6462245;7320314861;XAZK57;NJ;PAS;03/25/2014;37;VAN;CHEVR;T;18530;24890;10210;88880088;19.0;19;19;355607;T103;K;1140A;1128A;NY;F;151;E 77th St;;20140325.0;408.0;h1;;Y;0900A;0700P;WHITE;;0.0;119-4782;0.0;C 77;37-Expired Muni Meter;;;
4250676;1366516308;36913MA;99;COM;01/27/2014;45;DELV;HINO;P;10810;34610;34630;20140630;14.0;14;14;941782;0014;0000;1132A;;NY;F;661;8TH AVE;;0.0;408.0;E1;;BBBBBBB;ALL;ALL;WHITE;0.0;2012.0;-;0.0;;;;;
3782344;7079276226;51536JW;NY;COM;01/09/2014;16;VAN;FRUEH;T;16150;30790;29290;88888888;1.0;1;1;358925;T105;D;0129P;1253P;NY;O;101;Crosby St;;20140109.0;408.0;k2;;YYYYY;0800A;0600P;BROWN;;2006.0;;0.0;095;16-No Std (Com Veh) Com Plate;;;
1779385;7121482113;H57CLE;NJ;PAS;09/28/2013;38;4DSD;ME/BE;T;17190;10110;10010;88888888;9.0;9;9;355551;T105;J;0948A;;NY;F;240;E 10th St;;0.0;408.0;h1;;Y;0900A;0700P;BLACK;;0.0;;0.0;014;38-Failure to Display Muni Rec;;;
1467552;7636728291;DVT9664;NY;PAS;09/17/2013;71;SUBN;CHEVR;T;68420;27300;29220;20141014;46.0;46;46;358247;T201;F;0619P;;BX;F;2486;Tiebout Ave;;0.0;408.0;j6;;YYYYYYY;;;GY;;2002.0;;0.0;47 -;71A-Insp Sticker Expired (NYS);;;
6459616;7094241896;63446JM;NY;COM;03/25/2014;42;VAN;INTER;T;14410;0;0;88888888;1.0;1;1;358187;T105;C;0443P;;NY;I;S;Cedar St;33ft W/of Nassau St;0.0;408.0;h1;;YYYYY;0700A;0700P;BROWN;;2001.0;149-3042;0.0;082;42-Exp. Muni-Mtr (Com. Mtr. Z);;;
7109641;7344237842;14035MA;NY;COM;04/11/2014;37;SUBN;CHEVR;T;61830;48830;27530;20141031;84.0;84;84;357114;T301;E;1141A;1050A;K;F;154;Montague St;;20140411.0;408.0;h1;;Y;0800A;0700P;WHITE;;1999.0;301-3562;0.0;01 3;37-Expired Muni Meter;;;
8275781;7420770153;DTH6434;NY;PAS;05/27/2014;21;SUBN;ACURA;T;10020;71220;27870;20150603;52.0;52;52;358222;T201;D;1142A;;BX;F;3266;Bainbridge Ave;;0.0;408.0;d1;;Y  Y;1130A;0100P;GY;;2011.0;;0.0;06 2;21-No Parking (street clean);;;
7864836;7914323585;63112JM;NY;COM;05/12/2014;69;VAN;GMC;T;34330;10610;10810;88888888;14.0;14;14;359589;T102;L;0232P;;NY;O;253;W 28th St;;0.0;408.0;h1;;Y;0800A;0600P;BROWN;;1990.0;;0.0;22 6;69-Failure to Disp Muni Recpt;;;
7120310;7355034650;DZA6909;NY;PAS;04/14/2014;21;4DSD;HYUND;T;69530;73690;67030;20150425;67.0;67;67;357116;T302;J;0912A;;K;O;640;Parkside Ave;;0.0;408.0;d1;;Y  Y;0830A;1000A;RD;;2012.0;;0.0;29 3;21-No Parking (street clean);;;
4475527;7297495724;GAR1087;NY;PAS;12/07/2013;38;SUBN;JEEP;T;10110;18490;18510;20140702;19.0;19;19;356974;T103;J;0938A;;NY;F;1441;2nd Ave;;0.0;408.0;h1;;Y;0900A;0700P;BK;;2005.0;;0.0;CC1;38-Failure to Display Muni Rec;;;
6915991;7938312400;71872JY;NY;COM;04/03/2014;20;PICK;FORD;T;10410;17150;17170;20140531;6.0;6;6;355532;T101;G;1132A;1020A;NY;F;14;5th Ave;;0.0;408.0;d;;Y;0800A;0600P;RD;;2008.0;;0.0;22 1;20-No Parking (Com Plate);;;
4392561;7006989085;641YL5;MA;PAS;12/22/2013;40;4DSD;FORD;T;9540;39595;54580;20150588;109.0;109;109;357096;T401;A;0950A;;Q;F;132-35;41st Ave;;0.0;408.0;e2;;YYYYYYY;;;BLACK;;0.0;;0.0;03 -;40-Fire Hydrant;;;
5531490;7860381564;FSM1835;NY;PAS;02/21/2014;37;SUBN;JEEP;T;10910;34290;34330;20151013;13.0;13;13;356356;T102;A;1243P;1224P;NY;O;303;9th Ave;;0.0;408.0;h1;;Y;0900A;0700P;BLUE;;1994.0;135-7695;0.0;99 6;37-Expired Muni Meter;;;
5101294;1357074037;GKX4381;99;PAS;02/01/2014;40;;BMW;P;18185;40404;40404;20150925;110.0;110;110;949172;0110;0000;0935P;;Q;F;55-12;90 PL;;0.0;408.0;C;;BBBBBBB;ALL;ALL;WHITE;0.0;2004.0;-;0.0;;;;;
8866380;7733432327;GNC1048;NY;PAS;06/17/2014;21;4DSD;LEXUS;T;69230;63330;31130;20160409;84.0;84;84;353177;T802;B;0336A;;K;O;109;Park Ave;;0.0;408.0;d1;;Y Y Y;0300A;0600A;BK;;1998.0;;0.0;Q 31;21-No Parking (street clean);;;
2450608;7967863070;GCU6394;NY;PAS;10/21/2013;19;4DSD;MAZDA;T;8320;77150;22920;20141024;49.0;49;49;358654;T202;C;0214P;;BX;F;702;Allerton Ave;;0.0;408.0;c3;;YYYYYYY;;;GY;;2011.0;;0.0;11P;19-No Stand (bus stop);;;
6352552;7086794168;GHM9251;NY;PAS;03/21/2014;21;4DSD;MAZDA;T;38030;93830;26630;20150507;69.0;69;69;333002;T302;M;0937A;;K;O;196;E 95th St;;0.0;408.0;d1;;Y;0930A;1100A;GR;;0.0;;0.0;U 32;21-No Parking (street clean);;;
6781125;7337975764;GKA5575;NY;PAS;04/04/2014;31;SUBN;FORD;T;34930;10810;10910;20151031;18.0;18;18;358194;T503;E1;0435P;;NY;F;314;W 58th St;;0.0;408.0;l3;;Y;0700A;0700P;GY;;2014.0;;0.0;CC1;31-No Stand (Com. Mtr. Zone);;;
752950;7236638304;24609JZ;NY;COM;08/22/2013;21;VAN;CHEVR;T;63330;41330;63340;20150630;88.0;88;88;351284;T301;C;1251P;;K;O;47;N Oxford St;;0.0;408.0;d1;;Y;1130A;0100P;WH;;2009.0;;0.0;06 -;21-No Parking (street clean);;;
3528321;7836365839;48429MC;NY;COM;11/26/2013;69;VAN;ISUZU;T;34810;13610;10810;20140731;18.0;18;18;330068;T106;B;0907A;;NY;F;260;W 52nd St;;0.0;408.0;h1;;Y;0700A;0700P;BK;;2013.0;;0.0;05 -;69-Failure to Disp Muni Recpt;;;
3152331;7452731074;EPS5823;NY;PAS;11/13/2013;38;2DSD;INFIN;T;25270;0;0;20150428;107.0;107;107;358911;T402;D;0126P;;Q;I;E;189th St;10ft N/of Union Trnp;0.0;408.0;h1;;Y;0900A;0700P;GY;;2009.0;;0.0;08 -;38-Failure to Display Muni Rec;;;
3287454;1359416328;DNF6322;NY;PAS;11/18/2013;46;SUBN;DODGE;P;15420;12550;20350;20140216;43.0;43;43;925691;0043;0000;0208A;;BX;F;1152;BX RIVER AVE;;0.0;408.0;F1;;BBBBBBB;ALL;ALL;BL;0.0;1995.0;-;0.0;;;;;
3446765;1358569241;MYNAVI;NY;SRF;11/22/2013;46;SUBN;LINCO;P;31190;36070;10610;20140831;28.0;28;28;925506;0028;0000;0939A;;NY;F;100;ST NICHOLAS AVE;;0.0;408.0;F1;;BBBBBBB;ALL;ALL;BK;0.0;2004.0;-;0.0;;;;;
5013513;1362539958;FZB3389;NY;999;12/30/2013;67;;;P;74400;59020;59020;20140627;;0;46;940850;0046;0000;1213P;;BX;F;150;W 174 ST;;0.0;408.0;D1;;BBBBBBB;ALL;ALL;;0.0;2002.0;-;0.0;;;;;
1880153;7743481815;98139MC;NY;COM;10/01/2013;19;UTIL;PETER;T;27050;0;0;20140131;1.0;1;1;345453;T105;J;1256P;;NY;I;W;Murray St;12ft S/of Broadway;0.0;408.0;c3;;YYYYYYY;;;RED;;2013.0;;0.0;L -;19-No Stand (bus stop);;;
5674174;7568868412;79638KA;NY;COM;02/26/2014;20;SUBN;JEEP;T;24390;0;0;20140617;9.0;9;9;355538;T101;G;0203P;0115P;NY;I;W;Lafayette St;10ft S/of Bond St;0.0;408.0;d;;YYYYY;0800A;0600P;GY;;2005.0;;0.0;33 1;20-No Parking (Com Plate);;;
3051236;7453872157;EDS8303;NY;PAS;11/09/2013;37;2DSD;INFIN;T;51090;18240;18390;20131125;102.0;102;102;355669;T402;E;0254P;0248P;Q;F;9007;Jamaica Ave;;0.0;408.0;h1;;Y;0800A;0700P;BK;;2012.0;431-3060;0.0;17 -;37-Expired Muni Meter;;;
7220649;7708360584;92532JY;NY;COM;04/12/2014;21;VAN;FORD;T;18950;0;0;20151031;23.0;23;23;347593;T103;B;0806A;;NY;I;S;E 99th St;45ft W/of Park Ave;0.0;408.0;d1;;Y;0800A;0830A;WH;;2009.0;;0.0;A 77;21-No Parking (street clean);;;
7143285;7510764348;FZL9034;NY;PAS;04/03/2014;70;4DSD;ME/BE;T;64430;0;0;20140314;73.0;73;73;358581;T301;H;0513P;;K;I;E;New Jersey Ave;75ft N/of Wortman Av;0.0;408.0;j3;;YYYYYYY;;;TN;;1995.0;;0.0;Q 31;70A-Reg. Sticker Expired (NYS);;;
8820507;1281992495;FWL9822;PA;PAS;06/15/2014;14;;AUDI;A;0;40404;40404;20140731;113.0;113;642;47427;0642;0000;0420P;;;F;;T8 JFKIA;;0.0;408.0;C;;BBBBBBB;0  :;0  :;WHT;0.0;0.0;-;0.0;;;;;
1439;1360225638;GDE3302;NY;PAS;10/30/2012;19;SDN;FORD;P;30630;16330;6880;20141119;62.0;62;62;941560;0062;0000;0850A;;K;F;1763;CROPSEY AVE;;0.0;408.0;F1;;BBBBBBB;ALL;ALL;BLK;0.0;2013.0;-;0.0;;;;;
3913134;7560514455;A85CWU;NJ;PAS;01/13/2014;21;SUBN;VOLVO;T;0;0;0;88888888;50.0;50;50;352093;T201;N;1155A;;BX;I;E;Blackstone Ave;90ft N/of W 237th St;0.0;408.0;d1;;Y;1130A;0100P;GREY;;0.0;;0.0;B -;21-No Parking (street clean);;;
8016528;7930778150;56419MB;NY;COM;05/16/2014;69;VAN;CHEVR;T;11115;0;0;88888888;1.0;1;1;353424;T101;M;1138A;;NY;I;E;West St;15ft N/of Barclay St;0.0;408.0;h1;;YYYYY;1000A;0400P;WHITE;;2011.0;;0.0;A 10;69-Failure to Disp Muni Recpt;;;
5795813;7187132438;400144;IN;PAS;03/03/2014;14;DELV;FRUEH;T;15990;35780;8890;88880088;115.0;115;115;358566;T401;E;1053A;;Q;F;37-17;76th St;;0.0;408.0;c;;YYYYYYY;;;WHITE;;0.0;;0.0;20 4;14-No Standing;;;
916306;7076616373;FXX5369;NY;PAS;08/28/2013;37;SUBN;CHRYS;T;41030;37510;37515;20140501;63.0;63;63;355553;T302;H;0356P;1200P;K;F;8003;Flatlands Ave;;0.0;408.0;h1;;Y;0830A;0700P;BK;;2008.0;338-3083;0.0;U -;37-Expired Muni Meter;;;
8249549;7528781198;CUL3409;NY;PAS;05/25/2014;20;4DSD;MAZDA;T;47130;13230;80030;20150611;88.0;88;88;357044;T301;S;1130A;;K;F;1;Hanson Pl;;0.0;408.0;d;;YYYYYYY;;;GR;;1999.0;;0.0;03 3;20A-No Parking (Non-COM);;;
7064832;7163889525;813MLY;FL;PAS;04/26/2014;19;4DSD;PONTI;T;23900;17390;31125;20150288;120.0;120;120;347497;T303;B;1004A;;R;O;1000;Clove Rd;;0.0;408.0;c3;;YYYYYYY;;;GREY;;0.0;;0.0;04-A;19-No Stand (bus stop);;;
3401520;7513426170;CMK2862;MI;PAS;11/21/2013;16;SUBN;CHEVR;T;67030;69330;81430;20130488;77.0;77;77;355624;T301;O;1113A;;K;F;715;Nostrand Ave;;0.0;408.0;k2;;YYYYY;1000A;1200A;GREEN;;0.0;;0.0;A -;16A-No Std (Com Veh) Non-COM;;;
5802754;7887143020;40373A;CT;IRP;03/03/2014;14;DELV;INTER;T;33930;0;0;20140088;18.0;18;18;355233;T106;N;0257P;;NY;I;E;W 8th St;20ft S/of W 58th St;0.0;408.0;c;;YYYYYYY;;;WHITE;;0.0;;0.0;99 6;14-No Standing;;;
8595153;7865126244;99095MB;NY;COM;06/06/2014;78;VAN;FORD;T;34270;13610;10510;20160531;13.0;13;13;331829;T106;I;1103P;;NY;O;36;W 25th St;;0.0;408.0;k6;;YYYYYYY;0900P;0500A;GREY;;2002.0;;0.0;04 6;78-Nighttime PKG on Res Street;;;
1936289;7811367853;41585JM;NY;COM;10/03/2013;14;SUBN;FORD;T;11710;34990;35010;88888888;20.0;20;20;355220;T103;M;0148P;;NY;F;50;Amsterdam Ave;;0.0;408.0;c;;Y;0700A;0700P;WHITE;;1992.0;;0.0;C -;14-No Standing;;;
1208230;7126265505;GGA6397;NY;PAS;09/09/2013;21;SUBN;NISSA;T;42490;8240;8390;20150305;114.0;114;114;345381;T401;L;0746A;;Q;F;31-14;Ditmars Blvd;;0.0;408.0;d1;;Y;0730A;0800A;WH;;2006.0;;0.0;H -;21-No Parking (street clean);;;
845190;7098116350;ELM1550;NY;PAS;08/26/2013;38;SUBN;TOYOT;T;35680;54050;73030;20140812;61.0;61;61;353406;T302;A;0924A;;K;O;1635;E 19th St;;0.0;408.0;h1;;Y;0830A;0700P;GY;;2009.0;;0.0;03 -;38-Failure to Display Muni Rec;;;
4059648;7660552399;EGE3296;NY;PAS;01/17/2014;40;4DSD;TOYOT;T;18410;10210;10110;20140226;19.0;19;19;357689;T800;B2;0849P;;NY;F;201;E 71st St;;0.0;408.0;e2;;YYYYYYY;;;LT/;;2007.0;;2.0;G -;40-Fire Hydrant;;;
5513236;7293002701;GBX9769;NY;PAS;02/21/2014;71;SUBN;FORD;T;11710;35590;35610;20141230;24.0;24;24;358573;T103;G;1237P;;NY;F;642;Amsterdam Ave;;0.0;408.0;j6;;YYYYYYY;;;BK;;2002.0;;0.0;48 7;71A-Insp Sticker Expired (NYS);;;
944967;7994200515;GEG2108;NY;PAS;08/29/2013;21;SUBN;ME/BE;T;18590;24890;10210;20141228;19.0;19;19;346193;T103;B;0907A;;NY;F;167;E 80th St;;0.0;408.0;d1;;Y Y;0900A;1030A;WH;;2013.0;;0.0;C -;21-No Parking (street clean);;;
2090354;1348225063;FWT8607;NY;PAS;10/08/2013;14;SUBN;AUDI;P;54000;93230;31530;20140228;79.0;79;110;353078;T110;0000;0710A;;K;O;970;KENT AVE;;0.0;408.0;E2;;BBBBBBB;0700A;0400P;GY;0.0;2009.0;-;0.0;;;;;
7383465;5080242164;GHK3760;NY;OMS;04/22/2014;7;4DSD;HYUND;V;0;0;0;0;;0;0;0;;;0849A;;;;;WB N CONDUIT AVE @ V;AN WYCK EXPWY SB / E;0.0;1111.0;D;T;;;;GY;;2013.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
2157188;7332326528;HFW8879;PA;PAS;10/10/2013;21;SUBN;LEXUS;T;19290;8190;57790;20131088;115.0;115;115;357348;T401;O;0846A;;Q;F;32-40;100th St;;0.0;408.0;d1;;Y;0830A;1000P;GOLD;;0.0;;0.0;P -;21-No Parking (street clean);;;
8548745;1362382206;ECT7301;99;PAS;06/05/2014;40;SDN;TOYOT;P;16290;16190;56490;20150919;104.0;104;104;927491;0104;0000;1034P;;;;7802;78 ST;;0.0;408.0;E2;;BBBBBBB;ALL;ALL;BLK;0.0;2008.0;-;0.0;;;;;
1861786;7964316485;XV584W;NJ;PAS;10/01/2013;14;VAN;FORD;T;13610;19890;13310;20130088;9.0;9;9;351949;T105;J;0926A;;NY;F;628-630;Broadway;;0.0;408.0;c;;YYYYYYY;;;WHITE;;0.0;;0.0;131;14-No Standing;;;
1453299;7765045787;XC726733;DE;PAS;09/17/2013;38;SUBN;FORD;T;64790;18140;51090;20130988;103.0;103;103;356301;T402;B;0303P;;Q;F;90-16;Sutphin Blvd;;0.0;408.0;h1;;Y;0900A;0700P;WHITE;;0.0;;0.0;03 -;38-Failure to Display Muni Rec;;;
5230585;7079739240;DNV8491;NY;PAS;02/07/2014;70;4DSD;NISSA;T;27284;35780;52870;20140124;105.0;105;105;345435;T402;P;0350P;;Q;F;7033;260th St;;0.0;408.0;j3;;YYYYYYY;;;GY;;2006.0;;0.0;I -;70A-Reg. Sticker Expired (NYS);;;
